song ID,song name,song popularity,artist name,artist id,artist genres,album name,album id,album release date,track image,artist image
spotify:track:5xnLHHwqXoMrjWYrXwqQ3N,Feel (Do I Have Anyone?),0,Carly Shea,1h5Y3Br3FMdQXJHqCN1SAA,,Feel (Do I Have Anyone?),45ieaLiO0a9oC6DMArglPo,28/08/2020,https://i.scdn.co/image/ab67616d0000b273c2b441dadc83bbf204a21f9e,https://i.scdn.co/image/ab6761610000e5ebf443252e5f676e2cec256028
spotify:track:6TjCk2pDEVlrpbErtvWx36,Wishing on the Water,1,Beware the Bear,6ObMZPyo0qhEZTbBumtX7j,,Wishing on the Water,1tEDLwu0EY0Mmm5GoP1OqI,27/08/2020,https://i.scdn.co/image/ab67616d0000b273eab699e7e6d74da1311450e8,https://i.scdn.co/image/ab6761610000e5ebd4dc19c73ae25789481cf45a
spotify:track:072tZigboQUrvPCXcK91Lo,Carpe Noche,0,Paris Moon,5H7ZDcFu29oRKZB2xa5RIW,,Carpe Noche,41bXU8yy44JNgaU03bhUZV,25/07/2020,https://i.scdn.co/image/ab67616d0000b273af270e349d70c0f65b580c3d,https://i.scdn.co/image/ab6761610000e5eb1675f89b209654d6137858f4
spotify:track:6kFwtawyWplJOMOW2SqXZv,Changes - Tempo Elektrik House Mix,5,Danny Foster,1XoPg4NstMW0f1xUjNg28j,,Changes (Reloaded),0Z3cZEpUai3mpvekAPOAO5,07/08/2020,https://i.scdn.co/image/ab67616d0000b2735626400edfab26d2ea68f6b1,https://i.scdn.co/image/ab6761610000e5eb1c73dda19dcbb65936d09981
spotify:track:1gmF385h4iyX5MCFDYKpRk,Quiet,0,Anthony M.,6tNZzxWP1KRCdk2nW9F0XY,,Quiet,703H0LHXujRUYhmIBJOxtG,07/08/2020,https://i.scdn.co/image/ab67616d0000b2737e1bbfa1ba626cd16f2c5c06,https://i.scdn.co/image/ab6761610000e5ebc7aeb9871bc205875ba11c8d
spotify:track:6cyvbFYkuldxPfJnZhPHEL,If There's A Purpose? - Short Version,3,Dave Vamfer,5kDt2okO8l4emzHrkjatiY,,If There's A Purpose? (Short Version),5tvdc0c0ITTm9NPnILVZa9,18/06/2020,https://i.scdn.co/image/ab67616d0000b2736d37ac6aa433e9d30f107435,https://i.scdn.co/image/ab6761610000e5ebe9835b33de7501fff4aed54a
spotify:track:0VJIm6ySlpNmL6OT1hvCEe,Roll One,10,Casey808,7EFiObyJOuy6oD0HQYec87,,Roll One,3CX3o7lyueFCwjzSoSK6aY,31/12/2019,https://i.scdn.co/image/ab67616d0000b27358800be861594fd027a4e225,https://i.scdn.co/image/ab6761610000e5eb35ff0a1ee363d568212d8729
spotify:track:1AwU4P5mH3yihKqLUnRjMc,Surfin',4,Casey808,7EFiObyJOuy6oD0HQYec87,,Surfin',3heXCTdsE3pYA5RNWGZIVn,14/08/2020,https://i.scdn.co/image/ab67616d0000b2735f25a59fdff96c0b3ce0a833,https://i.scdn.co/image/ab6761610000e5eb35ff0a1ee363d568212d8729
spotify:track:6FxyWXJ2drElGEVyTcLMA1,Coming Right Back (Aftermath Start),1,Chengslate,5IRF5mhIGfogmG4HZ7W2u2,,Coming Right Back (Aftermath Start),4pGTeZhtYodG6eef8dG9uF,01/07/2020,https://i.scdn.co/image/ab67616d0000b273d449d48fcdfc13b39d1ac3e7,https://i.scdn.co/image/ab6761610000e5eb07a76fe9895cc33d9a739b40
spotify:track:5mdJohFXJY1kThxCAloZW7,Cherish,5,Scott & Leon,24labonn3Rx2LF8PTyVK4H,,Cherish,06rcqyq8begMm5dxThiXKZ,07/08/2020,https://i.scdn.co/image/ab67616d0000b273147cafc0e68882a86a320368,https://i.scdn.co/image/ab6761610000e5eb853e50fb80e3b5ffb67bcf39
spotify:track:3lYiKPTeeDsToKLZlwkuOd,P.L.S (Pretty Little Snack),0,So Cekure,5rGnzqQduokyZzxzb7nNYD,,P.L.S (Pretty Little Snack),5DFuHo2XauM6CgK07s6tZg,10/07/2020,https://i.scdn.co/image/ab67616d0000b2736118e54577bba883dfc42819,https://i.scdn.co/image/ab6761610000e5eb7c7aaf094ea59050336cd3fd
spotify:track:4nw95rTmnJ5SXaulEgmvYr,Flyin',0,Lánre,0kNteilHdlpFUcjvoQUdr0,,Flyin',3Ryxztnya8gHaW3W9ry0ex,17/07/2020,https://i.scdn.co/image/ab67616d0000b27332175b748cb660defd394b93,https://i.scdn.co/image/ab6761610000e5ebb1cdddcab1fd87b3fe2667d8
