Unnamed: 0,song_id,acousticness,valence,danceability,energy,key_arr,instrumentalness,liveness,track image,artist image,loudness,speechiness,tempo,duration,h_s
574,spotify:track:4gMgiXfqyzZLMhsksGmbQV,0.0781,0.719,0.694,0.394,0,0.000677,0.247,https://i.scdn.co/image/ab67616d0000b2735d48e2f56d691f9a4e4b0bdf,https://i.scdn.co/image/e69f71e2be4b67b82af90fb8e9d805715e0684fa,-15.881,0.0428,104.126,238747,h
575,spotify:track:3oEo8Pqm5IAi8wQfCI5BpR,0.518,0.688,0.605,0.536,1,0,0.528,https://i.scdn.co/image/ab67616d0000b273d283808926ad3d2220e63c1c,https://i.scdn.co/image/ab6761610000e5ebe9348cc01ff5d55971b22433,-10.069,0.0421,110.849,159720,h
576,spotify:track:2b9lp5A6CqSzwOrBfAFhof,0.36,0.474,0.453,0.905,9,0.000569,0.26,https://i.scdn.co/image/ab67616d0000b2735776e18c520194c48d92815b,https://i.scdn.co/image/ab6761610000e5eb3ecde30988e6b9ae379d878e,-4.001,0.115,137.571,296200,h
577,spotify:track:6mFkJmJqdDVQ1REhVfGgd1,0.735,0.375,0.481,0.262,7,0.0114,0.832,https://i.scdn.co/image/ab67616d0000b2731a84d71391df7469c5ab8539,https://i.scdn.co/image/e69f71e2be4b67b82af90fb8e9d805715e0684fa,-15.73,0.0414,122.883,334744,h
578,spotify:track:14XWXWv5FoCbFzLksawpEe,0.25,0.716,0.549,0.722,11,0.0138,0.11,https://i.scdn.co/image/ab67616d0000b27320783882533e669760741df2,https://i.scdn.co/image/ab6761610000e5eb440959e022afc20e819050bd,-11.729,0.0283,103.885,434720,h
579,spotify:track:2x8evxqUlF0eRabbW2JBJd,0.00146,0.79,0.654,0.828,1,0.000144,0.122,https://i.scdn.co/image/ab67616d0000b273b1f8da74f225fa1225cdface,https://i.scdn.co/image/ab6761610000e5eb39f37a34b404169fdca52dc8,-5.377,0.0281,112.056,183893,h
580,spotify:track:265Anh9hGoozFigjUVLUeD,0.47,0.854,0.748,0.735,8,1.09E-05,0.0851,https://i.scdn.co/image/ab67616d0000b273280a44b1caee9f2109602c41,https://i.scdn.co/image/7e1d6d8856af16a2be2814b98831f4014c41eeef,-8.692,0.0903,150.04,203653,h
581,spotify:track:5LOaKdW9D2Gl9neAN94NbR,0.0575,0.334,0.445,0.59,9,1.08E-05,0.0832,https://i.scdn.co/image/ab67616d0000b273d1a0d9a7cf88083aac260c33,https://i.scdn.co/image/ab6761610000e5eb6fa4f7efaf78eb1bc0486d27,-6.747,0.0258,172.016,237547,h
582,spotify:track:5fX2oPyLCe5mBKqGDbOWqC,0.256,0.339,0.68,0.446,7,0,0.0515,https://i.scdn.co/image/ab67616d0000b27302c5eecdc630f49ea036d74e,https://i.scdn.co/image/ab6761610000e5eb3c0a1c0a096b40ff63de4dc0,-6.039,0.0281,125.863,216373,h
583,spotify:track:5l6hpyTGBK0LAAxgPnqTQL,0.0575,0.283,0.447,0.592,6,4.47E-06,0.13,https://i.scdn.co/image/ab67616d0000b27359b8b957f164ce660919f1f4,https://i.scdn.co/image/ab6761610000e5eb0f1175c762fb80f71469b344,-3.015,0.0319,78.039,266773,h
584,spotify:track:3OalxlWH0v14kyBcNBMINt,0.113,0.357,0.562,0.681,11,0,0.11,https://i.scdn.co/image/ab67616d0000b2738a24ed638eedd60514a789ef,https://i.scdn.co/image/ab6761610000e5eb92df88d91dc5a20ed4859963,-4.934,0.0871,148.064,208733,h
585,spotify:track:6ooluO7DiEhI1zmK94nRCM,0.000423,0.494,0.278,0.676,9,0.000899,0.136,https://i.scdn.co/image/ab67616d0000b273bf68b5be16edfc6f489a17d7,https://i.scdn.co/image/ab6761610000e5ebda4df4a711bb9f47722b7706,-8.821,0.0371,104.545,237027,h
586,spotify:track:3yOzDXX8cTz25jid6uKTFD,0.682,0.29,0.534,0.399,9,0,0.172,https://i.scdn.co/image/ab67616d0000b27396a7cfeb4684f97e41135b79,https://i.scdn.co/image/ab6761610000e5ebcd9f60ab57585bf3b77ecc51,-10.45,0.0324,130.961,296600,h
587,spotify:track:6KTv0Z8BmVqM7DPxbGzpVC,0.0468,0.902,0.654,0.929,1,0,0.0539,https://i.scdn.co/image/ab67616d0000b27365a7b0a6969f0efcde4b5aca,https://i.scdn.co/image/ab6761610000e5eb4e85269a1f35917eddeadefd,-5.906,0.0998,144.774,168840,h
588,spotify:track:7o2CTH4ctstm8TNelqjb51,0.0866,0.629,0.454,0.91,6,0.0996,0.116,https://i.scdn.co/image/ab67616d0000b27368384dd85fd5e95831252f60,https://i.scdn.co/image/ab6761610000e5eb50defaf9fc059a1efc541f4c,-7.766,0.0448,125.116,354520,h
589,spotify:track:4CJVkjo5WpmUAKp3R44LNb,0.181,0.886,0.597,0.605,7,0.000331,0.118,https://i.scdn.co/image/ab67616d0000b273bb1c0f2bc558a761eb2d7217,https://i.scdn.co/image/ab6761610000e5eb451eb07ddc6e68d3e474c2bf,-12.013,0.0255,97.782,281147,h
590,spotify:track:5wj4E6IsrVtn8IBJQOd0Cl,0.000453,0.478,0.372,0.865,2,0,0.234,https://i.scdn.co/image/ab67616d0000b2731f2be6f8ed797aeb11973194,https://i.scdn.co/image/ab6761610000e5eb89aff1367f1c02cfe17dd0b3,-4.918,0.0381,174.53,258733,h
591,spotify:track:66qlqxhEMpSHOzjRK4il0b,0.0232,0.471,0.461,0.834,2,1.14E-05,0.14,https://i.scdn.co/image/ab67616d0000b2738f30c5f8469683609665eb68,https://i.scdn.co/image/ab6761610000e5eb12a2ef08d00dd7451a6dbed6,-4.868,0.0989,135.007,261154,h
592,spotify:track:4DMKwE2E2iYDKY01C335Uw,0.00321,0.793,0.482,0.786,7,8.88E-05,0.446,https://i.scdn.co/image/ab67616d0000b2731be40e44db112e123e5e8b51,https://i.scdn.co/image/ab6761610000e5ebe924bdfec5ce73220c15cd25,-5.735,0.032,126.755,323000,h
593,spotify:track:61S0mEfdRtJ62Fc7fPqx0U,0.864,0.546,0.399,0.326,7,0,0.191,https://i.scdn.co/image/ab67616d0000b273f7b8b3f78525d5724b5f36a0,https://i.scdn.co/image/ab6761610000e5eb136c51c848c26a6cce7f9e56,-9.239,0.0386,79.206,174000,h
594,spotify:track:6OCu02giYyUohTNb5iLdf3,0.723,0.638,0.476,0.547,1,0,0.691,https://i.scdn.co/image/ab67616d0000b2739bd93f2af8359e2957db41d2,https://i.scdn.co/image/ab6761610000e5eb88cee9e8b135e4a258f2caab,-7.622,0.0696,150.852,169040,h
595,spotify:track:78eSeO2ExsR4sLUHtdBCFm,0.12,0.849,0.75,0.444,4,3.69E-06,0.118,https://i.scdn.co/image/ab67616d0000b273ed411e9c7384e290bc803d1f,https://i.scdn.co/image/6938996289924918a6f9bb96af0bde4af969cb1c,-8.63,0.0403,111.919,157160,h
596,spotify:track:3Am0IbOxmvlSXro7N5iSfZ,0.336,0.289,0.39,0.502,10,0.000138,0.0713,https://i.scdn.co/image/ab67616d0000b273692d9189b2bd75525893f0c1,https://i.scdn.co/image/ab6761610000e5ebe9348cc01ff5d55971b22433,-12.277,0.178,97.871,247320,h
597,spotify:track:2DpJ9T2RVRanZcYFHKOAfA,0.747,0.474,0.547,0.335,4,0,0.101,https://i.scdn.co/image/ab67616d0000b273686c29818cd37e585c48e7ef,https://i.scdn.co/image/ab6761610000e5eb7f6196428e9a4f69df9e6ff1,-9.2,0.0307,115.838,154733,h
598,spotify:track:53968oKecrFxkErocab2Al,0.0165,0.221,0.197,0.629,11,0.279,0.125,https://i.scdn.co/image/ab67616d0000b273c5803d7a2712cc6beee72281,https://i.scdn.co/image/ab6761610000e5eb50defaf9fc059a1efc541f4c,-9.291,0.03,79.495,537507,h
599,spotify:track:1wHSxWBfPr3GO31y8KGrWe,0.735,0.375,0.481,0.262,7,0.0114,0.832,https://i.scdn.co/image/ab67616d0000b273502bbf975cb8d7537f206780,https://i.scdn.co/image/e69f71e2be4b67b82af90fb8e9d805715e0684fa,-15.73,0.0414,122.883,334744,h
600,spotify:track:4yWl0tnEanf3zmZzl9kbQn,0.255,0.389,0.488,0.493,2,0.000181,0.102,https://i.scdn.co/image/ab67616d0000b2734042ca1eaf2d769794da7930,https://i.scdn.co/image/ab6772690000c46cf79ca05dcc1581c712bf3658,-9.878,0.0464,135.093,296133,h
601,spotify:track:1ytTeSRAU6IRo2itVDwtPv,0.0102,0.104,0.515,0.43,7,0.000141,0.129,https://i.scdn.co/image/ab67616d0000b273824c66741c7a28fed0c4a376,https://i.scdn.co/image/ab6761610000e5eba03696716c9ee605006047fd,-9.935,0.0369,91.841,238640,h
602,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,0.00958,0.4,0.556,0.864,3,0,0.209,https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a,https://i.scdn.co/image/ab6761610000e5eb34e5aa6afc1ba147bfbb0677,-5.87,0.0584,105.143,216880,h
603,spotify:track:0r2Bul2NuCViraT2zX1l5j,0.0301,0.136,0.521,0.625,1,0,0.121,https://i.scdn.co/image/ab67616d0000b2733ba0e7112f965bfda72b1c5b,https://i.scdn.co/image/aafc4156598fa9f8f052ec5687e648ba9120f07e,-7.47,0.067,101.019,334067,h
604,spotify:track:1lkvpmrCaXK8QtliFDcHBO,0.594,0.257,0.688,0.477,9,0,0.115,https://i.scdn.co/image/ab67616d0000b273c4a7e933ef7fbb7e6485b73a,https://i.scdn.co/image/ab6761610000e5eba57068d54bbd15a74234630e,-6.684,0.036,127.866,196227,h
605,spotify:track:6naxalmIoLFWR0siv8dnQQ,0.3,0.894,0.751,0.834,1,1.77E-05,0.355,https://i.scdn.co/image/ab67616d0000b2732aa20611c7fb964a74ab01a6,https://i.scdn.co/image/ab6761610000e5ebf2ac13247b26025069dbdc4e,-5.444,0.0437,95.053,211160,h
606,spotify:track:5XJJdNPkwmbUwE79gv0NxK,0.0192,0.625,0.646,0.696,1,0,0.0762,https://i.scdn.co/image/ab67616d0000b2734c7dd2b7fc516356e037bf68,https://i.scdn.co/image/ab6761610000e5eb867008a971fae0f4d913f63a,-5.572,0.342,92.88,207401,h
607,spotify:track:19JdbdEwQI7bCxefMokZO8,0.111,0.586,0.801,0.682,1,1.56E-05,0.109,https://i.scdn.co/image/ab67616d0000b27308b19a033829c0bec97be61a,https://i.scdn.co/image/ab6761610000e5eb26b00ac49e5fc94a222b953f,-5.919,0.225,123.95,326960,h
608,spotify:track:7H6ev70Weq6DdpZyyTmUXk,0.273,0.734,0.713,0.678,5,0,0.149,https://i.scdn.co/image/ab67616d0000b2733718df75b57340c1947747e8,https://i.scdn.co/image/ab6761610000e5ebf75e64532704bd6acf0b4e76,-3.525,0.102,138.009,271333,h
609,spotify:track:3BxWKCI06eQ5Od8TY2JBeA,0.178,0.408,0.57,0.821,2,0,0.289,https://i.scdn.co/image/ab67616d0000b2738cc44129c3b11adec74058d6,https://i.scdn.co/image/ab6761610000e5eb292575f7d081016e04dff9ee,-4.38,0.267,210.857,225560,h
610,spotify:track:7Lf7oSEVdzZqTA0kEDSlS5,0.575,0.565,0.624,0.653,8,0,0.104,https://i.scdn.co/image/ab67616d0000b273346a5742374ab4cf9ed32dee,https://i.scdn.co/image/ab6761610000e5eb9d3f9efc8e0030306e583cef,-6.582,0.176,73.884,288333,h
611,spotify:track:5CTAcf8aS0a0sIsDwQRF9C,0.0626,0.633,0.463,0.671,3,0,0.0947,https://i.scdn.co/image/ab67616d0000b2737c39dd133836c2c1c87e34d6,https://i.scdn.co/image/b040846ceba13c3e9c125d68389491094e7f2982,-6.438,0.0683,84.28,180813,h
612,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,0.0475,0.609,0.559,0.868,5,0.000176,0.776,https://i.scdn.co/image/ab67616d0000b2737c39dd133836c2c1c87e34d6,https://i.scdn.co/image/b040846ceba13c3e9c125d68389491094e7f2982,-5.276,0.17,156.295,209413,h
613,spotify:track:1nQRg9q9uwALGzouOX5OyQ,0.183,0.66,0.744,0.502,5,0.000228,0.189,https://i.scdn.co/image/ab67616d0000b2735be5f807f6f0549e198a44b4,https://i.scdn.co/image/b040846ceba13c3e9c125d68389491094e7f2982,-7.719,0.0359,112.344,348227,h
614,spotify:track:4pbJqGIASGPr0ZpGpnWkDn,0.676,0.475,0.692,0.497,2,0,0.259,https://i.scdn.co/image/ab67616d0000b2731f7077ae1018b5fbab08dfa8,https://i.scdn.co/image/b040846ceba13c3e9c125d68389491094e7f2982,-7.316,0.119,81.308,122067,h
615,spotify:track:1M2l9ReoabUnvl6Y8jLUe7,0.458,0.199,0.667,0.381,3,0,0.116,https://i.scdn.co/image/ab67616d0000b273c3b58251db5c43b9f4c7d35e,https://i.scdn.co/image/ab6761610000e5eb12ceb4992010d61f30078e24,-7.494,0.0294,135.979,273893,h
616,spotify:track:4LloVtxNZpeh7q7xdi1DQc,0.771,0.436,0.315,0.296,5,0,0.702,https://i.scdn.co/image/ab67616d0000b2735b9c332f9f76cabc137e400f,https://i.scdn.co/image/ab6761610000e5eb265ef5547ecff4dabd6352bf,-13.262,0.0317,172.638,263573,h
617,spotify:track:38xWaVFKaxZlMFvzNff2aW,0.173,0.529,0.63,0.698,10,0,0.0789,https://i.scdn.co/image/ab67616d0000b273b526ba531c80ed208cd428ed,https://i.scdn.co/image/ab6761610000e5ebf01bf904b446e4a043acb867,-4.51,0.0244,94.023,261427,h
618,spotify:track:1vyrrrnb7182SL6iOMor3O,0.88,0.371,0.402,0.539,0,0.0065,0.117,https://i.scdn.co/image/ab67616d0000b2731d96f55437c3a790fd92dab1,https://i.scdn.co/image/d38fde0814f54b9d2a08535d07f104b792362fd7,-11.062,0.043,146.526,253013,h
619,spotify:track:5pY3ovFxbvAg7reGZjJQSp,0.638,0.297,0.641,0.176,6,5.14E-06,0.252,https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd,https://i.scdn.co/image/ab6761610000e5eb12a2ef08d00dd7451a6dbed6,-11.692,0.0349,76.031,299147,h
620,spotify:track:2aIdVb8v9KTpEZnftkz2mD,0.0108,0.594,0.451,0.55,1,0,0.0737,https://i.scdn.co/image/ab67616d0000b273aad32187513cd6916ddd3c87,https://i.scdn.co/image/ab6761610000e5ebae63c2a8e43c2d4dc37a9aed,-8.137,0.262,80.001,227960,h
621,spotify:track:3iL2l5gUqyPS6vDwJFgJTR,0.102,0.557,0.733,0.664,8,0,0.191,https://i.scdn.co/image/ab67616d0000b273cad1e37b4b31b5484325acd3,https://i.scdn.co/image/ca134959a6212f3931540a4c59a08e5c0774978d,-6.163,0.295,148.005,288133,h
622,spotify:track:7z73ehYAn9O1XP9XlCqVtd,0.00683,0.625,0.719,0.616,1,3.11E-05,0.0742,https://i.scdn.co/image/ab67616d0000b273c0ddb38854cde41708d606a1,https://i.scdn.co/image/ab6761610000e5eb655ca8f3196953554b479452,-3.951,0.0395,124.963,200880,h
623,spotify:track:4LwU4Vp6od3Sb08CsP99GC,0.0281,0.309,0.922,0.909,10,0,0.0856,https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5,https://i.scdn.co/image/83d2489cade1dadcdc533ddbcd74993d0ca6d4cb,-2.429,0.27,95.295,161507,h
624,spotify:track:3jYRpwbctfqB77uU7T7K3U,0.0229,0.933,0.425,0.681,1,0.000219,0.0543,https://i.scdn.co/image/ab67616d0000b27330ffb48d5884a64a21e27068,https://i.scdn.co/image/30a387423ed24633753a0c72bf5d57809c8cba9d,-8.604,0.0316,131.011,279333,h
625,spotify:track:1k1Bqnv2R0uJXQN4u6LKYt,0.457,0.514,0.479,0.416,4,1.72E-05,0.118,https://i.scdn.co/image/ab67616d0000b273e1e350d06ffebd2e19e047ce,https://i.scdn.co/image/96b85aec6907206572527e1eeec6569d5e977a38,-11.451,0.124,79.593,125093,h
626,spotify:track:5qyq1H5OPMlfuvZQ1wQNo7,0.318,0.939,0.634,0.677,2,0,0.0902,https://i.scdn.co/image/ab67616d0000b273e7ba7ec8dbf10a6db596cfe7,https://i.scdn.co/image/ab6761610000e5eb3ea34d551af964eec35b4f78,-7.19,0.0448,95.792,179120,h
627,spotify:track:4mjLAbsWBCuqSOqMvaPkXd,0.0498,0.407,0.631,0.664,6,0.00042,0.0696,https://i.scdn.co/image/ab67616d0000b2738722929540f0b99a7a7efc88,https://i.scdn.co/image/ab6761610000e5ebd0174a95ad524932ee9432c0,-9.197,0.0242,100.618,268747,h
628,spotify:track:3kwgqoBqTwoAH4nT29TYrq,0.31,0.154,0.486,0.567,1,0,0.0949,https://i.scdn.co/image/ab67616d0000b273839deab240b73a3c76bf51eb,https://i.scdn.co/image/ab6761610000e5eb288ac05481cedc5bddb5b11b,-6.456,0.0379,93.68,211254,h
629,spotify:track:4upXlYzMHIwAd8fR2cp6sp,0.534,0.759,0.762,0.573,9,0,0.166,https://i.scdn.co/image/ab67616d0000b2739852a0ab0226d62f7d4ebb9d,https://i.scdn.co/image/ab6761610000e5ebccf8f282992855d9f528f4de,-6.138,0.0672,106.994,173462,h
630,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,0.00543,0.518,0.611,0.797,6,0.00137,0.26,https://i.scdn.co/image/ab67616d0000b273cc2cf912462d8ae4ef856434,https://i.scdn.co/image/ab6761610000e5eb6308e79c621076395807b455,-7.627,0.0533,120.041,218107,h
631,spotify:track:0GwYkXgQdqY4dyRffHw3HT,0.0806,0.276,0.794,0.44,0,0,0.198,https://i.scdn.co/image/ab67616d0000b273e6d6d392a66a7f9172fe57c8,https://i.scdn.co/image/ab6761610000e5ebd1e1e406ef2a9a4978e19ca0,-7.861,0.131,138.024,202454,h
632,spotify:track:71staqCBFArNBB1O7Sw3J8,0.251,0.417,0.77,0.648,9,4.30E-06,0.132,https://i.scdn.co/image/ab67616d0000b27364047729a1ba2debf7860e38,https://i.scdn.co/image/ab6761610000e5eb48b76bc302815fb743728469,-5.675,0.0323,99.988,145400,h
633,spotify:track:5zb7npjQqoJ7Kcpq4yD9qn,0.613,0.494,0.674,0.327,4,0.199,0.0756,https://i.scdn.co/image/ab67616d0000b2738fc3f01275cae3d8ecb1c26b,https://i.scdn.co/image/ab6761610000e5ebd09c1295779cfb71683cee99,-16.986,0.0574,108.995,284373,h
634,spotify:track:7rLDARtJALM7QdiJDMXW7m,0.632,0.0746,0.25,0.215,8,0.0717,0.401,https://i.scdn.co/image/ab67616d0000b27389992f4d7d4ab94937bf9e23,https://i.scdn.co/image/ab6761610000e5ebd3d058be8485c8583703b6d2,-13.676,0.037,174.824,195987,h
635,spotify:track:19YKaevk2bce4odJkP5L22,0.695,0.118,0.543,0.394,8,0.000239,0.108,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526,https://i.scdn.co/image/ab6761610000e5ebfbc3faec4a370d8393bee7f1,-9.637,0.0864,137.811,314075,h
636,spotify:track:2ZWlPOoWh0626oTaHrnl2a,0.782,0.452,0.567,0.388,9,0.000309,0.248,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526,https://i.scdn.co/image/ab6761610000e5ebfbc3faec4a370d8393bee7f1,-9.579,0.0384,116.362,249191,h
637,spotify:track:3xKsf9qdS1CyvXSMEid6g8,0.67,0.554,0.544,0.552,9,4.57E-05,0.415,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526,https://i.scdn.co/image/ab6761610000e5ebfbc3faec4a370d8393bee7f1,-7.45,0.0991,159.738,184516,h
638,spotify:track:35xSkNIXi504fcEwz9USRB,0.849,0.246,0.444,0.287,5,2.82E-06,0.161,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526,https://i.scdn.co/image/ab6761610000e5ebfbc3faec4a370d8393bee7f1,-10.631,0.0375,124.027,257380,h
639,spotify:track:5GUYJTQap5F3RDQiCOJhrS,0.765,0.446,0.572,0.209,8,0,0.356,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526,https://i.scdn.co/image/ab6761610000e5ebfbc3faec4a370d8393bee7f1,-10.413,0.0313,80.069,249668,h
640,spotify:track:7eqoqGkKwgOaWNNHx90uEZ,0.42,0.423,0.466,0.548,5,1.01E-06,0.113,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526,https://i.scdn.co/image/ab6761610000e5ebfbc3faec4a370d8393bee7f1,-9.362,0.118,89.815,307151,h
641,spotify:track:2LMkwUfqC6S6s6qDVlEuzV,0.784,0.219,0.444,0.0924,0,0,0.304,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526,https://i.scdn.co/image/ab6761610000e5ebfbc3faec4a370d8393bee7f1,-15.605,0.0366,108.917,248808,h
642,spotify:track:1BViPjTT585XAhkUUrkts0,0.975,0.37,0.377,0.255,4,0.000208,0.102,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526,https://i.scdn.co/image/ab6761610000e5ebfbc3faec4a370d8393bee7f1,-11.165,0.0387,125.004,334570,h
643,spotify:track:34xTFwjPQ1dC6uJmleno7x,0.931,0.0773,0.421,0.0952,6,0.000201,0.126,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526,https://i.scdn.co/image/ab6761610000e5ebfbc3faec4a370d8393bee7f1,-12.561,0.0479,109.698,177922,h
644,spotify:track:3dYD57lRAUcMHufyqn9GcI,0.634,0.437,0.566,0.664,4,0,0.116,https://i.scdn.co/image/ab67616d0000b2737a9bf5f82e32d33d4503fe7b,https://i.scdn.co/image/ab6761610000e5eb9ba4d95b74bacff4d5747f61,-5.303,0.0464,128.945,241688,h
645,spotify:track:3gVhsZtseYtY1fMuyYq06F,0.0054,0.313,0.51,0.917,4,0.000133,0.396,https://i.scdn.co/image/ab67616d0000b2738b2c42026277efc3e058855b,https://i.scdn.co/image/ab6761610000e5eb39a93f3d5cdbcdf4a2ce88e5,-4.806,0.0854,75.098,272440,h
646,spotify:track:2xmrfQpmS2iJExTlklLoAL,0.245,0.33,0.638,0.658,3,3.77E-06,0.0919,https://i.scdn.co/image/ab67616d0000b2738341ce7a7a1f4ab4182823d5,https://i.scdn.co/image/ab6761610000e5eb7a487027eb0c10af725d5410,-6.318,0.0456,105.076,205748,h
647,spotify:track:4gbVRS8gloEluzf0GzDOFc,0.0205,0.879,0.742,0.713,1,0,0.059,https://i.scdn.co/image/ab67616d0000b273442b53773d50e1b5369bb16c,https://i.scdn.co/image/ab6761610000e5eb288ac05481cedc5bddb5b11b,-5.522,0.0303,120.032,189960,h
648,spotify:track:5s9ZfQasBGM8YLNAhXx7or,0.00854,0.44,0.453,0.61,11,0,0.175,https://i.scdn.co/image/ab67616d0000b273c561978fbb63ab7cfa9d52e3,https://i.scdn.co/image/ab6761610000e5eb7c64797040b8cc285e9a1839,-6.583,0.0674,176.079,238611,h
649,spotify:track:4hjuUelurEBKlqpJPJ77Iw,0.203,0.682,0.726,0.881,9,0,0.108,https://i.scdn.co/image/ab67616d0000b273438ffdfd7094b5f12130d427,https://i.scdn.co/image/ab6761610000e5ebcb06c933dfdeb9c30ea3bf96,-3.892,0.0391,110.019,203440,h
650,spotify:track:4s6LhHAV5SEsOV0lC2tjvJ,0.352,0.637,0.552,0.608,1,0,0.0533,https://i.scdn.co/image/ab67616d0000b27308181b9f840a06e7a071cf72,https://i.scdn.co/image/ab6761610000e5eb4626b4e3185058d73c9ec7a7,-9.786,0.0345,112.367,162373,h
651,spotify:track:4w1lzcaoZ1IC2K5TwjalRP,0.323,0.268,0.56,0.825,11,0,0.161,https://i.scdn.co/image/ab67616d0000b273bc3ada3a19bb4e657f10917e,https://i.scdn.co/image/ab6761610000e5eb01889290f8c73e661505fe9a,-3.862,0.0379,94.931,237493,h
652,spotify:track:4yrM5BVyJzy5Ed4GPO6e8j,0.0399,0.729,0.812,0.507,1,0.0831,0.0671,https://i.scdn.co/image/ab67616d0000b273039b95b846d039d78a2ca6a1,https://i.scdn.co/image/ab6761610000e5ebeaca358712b3fe4ed9814640,-8.825,0.0452,114.832,347667,h
653,spotify:track:5QLHGv0DfpeXLNFo7SFEy1,0.0163,0.964,0.767,0.787,3,0.583,0.0513,https://i.scdn.co/image/ab67616d0000b273431ac6e6f393acf475730ec6,https://i.scdn.co/image/ab6761610000e5ebbe2f365d2999abe2cc48f6d3,-9.897,0.0331,126.879,266200,h
654,spotify:track:3DK6m7It6Pw857FcQftMds,0.219,0.111,0.374,0.568,1,0.00219,0.513,https://i.scdn.co/image/ab67616d0000b273d9194aa18fa4c9362b47464f,https://i.scdn.co/image/ab6761610000e5eb867008a971fae0f4d913f63a,-3.825,0.109,84.733,547733,h
655,spotify:track:28cnXtME493VX9NOw9cIUh,0.649,0.163,0.534,0.392,9,0.000227,0.0948,https://i.scdn.co/image/ab67616d0000b2736f4f62da3d811b6501a69ffa,https://i.scdn.co/image/ab6761610000e5eb152cf48cf9541c7061570857,-7.636,0.0267,90.379,216533,h
656,spotify:track:1bSpwPhAxZwlR2enJJsv7U,0.0577,0.118,0.255,0.393,5,0.00361,0.113,https://i.scdn.co/image/ab67616d0000b273adb1732fa8d44b8eb2f6c0bf,https://i.scdn.co/image/ab6761610000e5eba03696716c9ee605006047fd,-10.654,0.0278,76.426,229120,h
657,spotify:track:5MjAGtm2ihbBK9G30ZN3Ju,0.918,0.36,0.549,0.169,9,0,0.159,https://i.scdn.co/image/ab67616d0000b273172183c766f475f06cf67a57,https://i.scdn.co/image/3c1d23141059785c8a863137d176319329dc17ef,-13.433,0.0779,79.318,187693,h
658,spotify:track:407ltk0BtcZI8kgu0HH4Yj,0.894,0.219,0.484,0.0874,0,0.154,0.11,https://i.scdn.co/image/ab67616d0000b273d0535e1261840a3994463e8e,https://i.scdn.co/image/ab6761610000e5ebee32d7c5cec25d73f884eba5,-17.796,0.0394,94.163,256120,h
659,spotify:track:4esOae7i4rqTbAu9o5Pxco,0.135,0.144,0.482,0.706,9,0.00106,0.105,https://i.scdn.co/image/ab67616d0000b273a4fe49eb27e8152710e7a590,https://i.scdn.co/image/ab6761610000e5eb660e5023d1e67bdbb285da25,-5.762,0.0609,92.494,224920,h
660,spotify:track:45hOioMDJktr86iKDHC8gr,0.000738,0.67,0.56,0.959,7,0.000206,0.209,https://i.scdn.co/image/ab67616d0000b273476cdf5837ae39eee951cc15,https://i.scdn.co/image/ab6761610000e5ebb0472fb072403737786ac79a,-2.433,0.102,163.983,216600,h
661,spotify:track:285pBltuF7vW8TeWk8hdRR,0.349,0.218,0.511,0.566,6,0,0.34,https://i.scdn.co/image/ab67616d0000b273f7db43292a6a99b21b51d5b4,https://i.scdn.co/image/ab6761610000e5eb1908e1a8b79abf71d5598944,-7.23,0.2,83.903,239836,h
662,spotify:track:26OhjtaTamFocE08t83ml6,0.775,0.424,0.766,0.548,10,5.57E-06,0.1,https://i.scdn.co/image/ab67616d0000b273d76647a817d55638a50c863f,https://i.scdn.co/image/ab6761610000e5eb179f481acb9c0fcaa522b80e,-4.29,0.235,82.944,161985,h
663,spotify:track:2i0AUcEnsDm3dsqLrFWUCq,0.0764,0.814,0.686,0.783,4,0,0.163,https://i.scdn.co/image/ab67616d0000b2733b97f1c9a0273bfbdc6bd791,https://i.scdn.co/image/ab6761610000e5eb8260f6c2bd0eb21365d955c9,-4.977,0.119,99.978,200467,h
664,spotify:track:5a6pdCHlWS2ekOOQ70QnAr,0.868,0.321,0.708,0.186,9,0,0.0779,https://i.scdn.co/image/ab67616d0000b2731c897ee628349a905b217068,https://i.scdn.co/image/ab6761610000e5ebe72078f76db68f249b2837eb,-8.953,0.0422,72.541,156107,h
665,spotify:track:2b8fOow8UzyDFAE27YhOZM,0.837,0.575,0.764,0.32,11,0,0.0822,https://i.scdn.co/image/ab67616d0000b273b8c0135a218de2d10a8435f5,https://i.scdn.co/image/ab6761610000e5eb288ac05481cedc5bddb5b11b,-7.209,0.0546,91.019,189486,h
