Unnamed: 0,song_id,acousticness,valence,danceability,energy,key_arr,instrumentalness,liveness,track image,artist image,loudness,speechiness,tempo,duration,h_s
4680,spotify:track:3U7H63zKWLjOuFZJUmTowp,0.0771,0.805,0.559,0.825,0,0,0.363,https://i.scdn.co/image/ab67616d0000b273a82359c9fefa599be35017b1,https://i.scdn.co/image/ab6761610000e5eb0b8d424042d51bb8ee412ffe,-10.725,0.0401,122.821,223733,h
4681,spotify:track:3ym6GKzS5UTUe3tDeTTMJ4,0.00513,0.842,0.59,0.936,6,0,0.338,https://i.scdn.co/image/ab67616d0000b2737635ddd429d1369e4742360c,https://i.scdn.co/image/ab6761610000e5ebceead049d538f0b5087041dd,-4.35,0.0368,129.017,184613,h
4682,spotify:track:5ztQHTm1YQqcTkQmgDEU4n,0.28,0.782,0.748,0.771,2,0.000333,0.466,https://i.scdn.co/image/ab67616d0000b27379e86d08eb947241b3a9247c,https://i.scdn.co/image/ab6761610000e5eb118de0c58b11e1fd54b66640,-7.01,0.0318,137.543,215110,h
4683,spotify:track:4uLU6hMCjMI75M1A2tKUQC,0.115,0.914,0.721,0.939,8,3.79E-05,0.108,https://i.scdn.co/image/ab67616d0000b273255e131abc1410833be95673,https://i.scdn.co/image/ab6761610000e5ebf1d6f8f30418698972d8a932,-11.823,0.0376,113.309,213573,h
4684,spotify:track:0sooJd5WbNnnz5k6yO7FIQ,0.074,0.581,0.682,0.714,9,0,0.278,https://i.scdn.co/image/ab67616d0000b273ea31b7b318e504c083d44346,https://i.scdn.co/image/ab6761610000e5ebfb7a0fe5a0e33cf5325fcd91,-6.306,0.0399,127.443,214148,h
4685,spotify:track:2M9ULmQwTaTGmAdXaXpfz5,0.297,0.659,0.633,0.673,6,0,0.206,https://i.scdn.co/image/ab67616d0000b27337ce3dd20c2318e13c6608ed,https://i.scdn.co/image/ab6761610000e5ebc5b9ebb0de95c6ecd11b352b,-6.403,0.258,86.776,211160,h
4686,spotify:track:3vJG33adGD5Z39Gb6Cnevi,0.103,0.902,0.607,0.817,5,0,0.322,https://i.scdn.co/image/ab67616d0000b273e0bdd752c412b4355c4ffa47,https://i.scdn.co/image/ab6761610000e5ebe9200a6d8565766425c9a1e1,-6.861,0.401,174.19,219667,h
4687,spotify:track:3y64AuXeNbjL0iwX1uHXNw,0.035,0.104,0.658,0.597,8,0,0.0992,https://i.scdn.co/image/ab67616d0000b27328b996fb1f9c481f3d0e7f0a,https://i.scdn.co/image/ab6761610000e5eb2ec030557b0529c01639529b,-6.004,0.0287,118.011,186573,h
4688,spotify:track:0IfvvQWe8SjqiCYOMvvnwK,0.0673,0.643,0.504,0.859,0,0,0.0468,https://i.scdn.co/image/ab67616d0000b27311a07e10a5fde0242eb9a015,https://i.scdn.co/image/ab6761610000e5eb81609ef7df7dfde6642179eb,-3.335,0.0624,167.125,223813,h
4689,spotify:track:6gJdDnF2TzfA1WPMXuCa3x,0.0766,0.367,0.397,0.499,2,1.55E-06,0.111,https://i.scdn.co/image/ab67616d0000b273e9c361da971c6e81b51ef06b,https://i.scdn.co/image/cf860c0e880d74dafe187f732c0093af95fda142,-10.972,0.0685,171.067,327400,h
4690,spotify:track:5sreWiRRCUucsVUhfPCh4h,0.767,0.35,0.36,0.413,7,1.29E-05,0.197,https://i.scdn.co/image/ab67616d0000b2738c4693bcc43c775189d447ec,https://i.scdn.co/image/19f768d93f6c80f7d4ca5b906e1c0376a3704389,-6.942,0.0294,81.111,240187,h
4691,spotify:track:06hsdMbBxWGqBO0TV0Zrkf,0.0129,0.598,0.729,0.936,9,0.000892,0.0367,https://i.scdn.co/image/ab67616d0000b27380eb31d4f1ce8158f8adbebc,https://i.scdn.co/image/ab6761610000e5eb7a95a7ae4ac914732cb755b1,-7.536,0.0776,131.986,194000,h
4692,spotify:track:0kYUrLVQOfx21xuXu7OGrT,0.00156,0.216,0.557,0.728,6,5.13E-06,0.118,https://i.scdn.co/image/ab67616d0000b27356a6d6e493a8f338be63fc49,https://i.scdn.co/image/ab6761610000e5eb207b21f3ed0ee96adce3166a,-6.181,0.0405,118.241,301573,h
4693,spotify:track:5JGxJFdgOQdJZdmyEzDtTj,0.00895,0.717,0.476,0.918,8,0,0.292,https://i.scdn.co/image/ab67616d0000b27378ef30d7ed4dc18e497ba07b,https://i.scdn.co/image/ab6761610000e5eb0b549f4ea1ab50fbae9e4a4b,-3.988,0.0616,154.897,179387,h
4694,spotify:track:3BsaRV5QIulYz2lV9WWa8T,0.231,0.683,0.63,0.625,6,0,0.0765,https://i.scdn.co/image/ab67616d0000b2732160c02bc56f192df0f4986b,https://i.scdn.co/image/ab6761610000e5eb8bb4e2d7bba236bf79f3c18a,-5.088,0.0252,167.998,234960,h
4695,spotify:track:698mT3CTx8JEnp7twwJrGG,0.0303,0.225,0.349,0.913,0,8.06E-06,0.12,https://i.scdn.co/image/ab67616d0000b2731a5cbce8b95544e92ab80501,https://i.scdn.co/image/ab6761610000e5eb89aff1367f1c02cfe17dd0b3,-3.603,0.0691,164.005,287827,h
4696,spotify:track:0THbsvMRmCHpFT3YLX301c,0.872,0.311,0.658,0.296,2,0,0.114,https://i.scdn.co/image/ab67616d0000b273bea491ccb4ee46c3fa060934,https://i.scdn.co/image/ab6761610000e5eb2ae1234c04646fbe94100746,-10.584,0.0293,103.975,232813,h
4697,spotify:track:6uNP8aOZphmhsYlOwRhNh1,0.0794,0.381,0.457,0.644,9,1.10E-06,0.0796,https://i.scdn.co/image/ab67616d0000b273f806a7942ff458ea7653edd7,https://i.scdn.co/image/ab6761610000e5eb6fa4f7efaf78eb1bc0486d27,-5.317,0.0253,172.232,238787,h
4698,spotify:track:5kD9T7GForh8LnRz5ClbL8,0.0291,0.922,0.634,0.886,2,0,0.342,https://i.scdn.co/image/ab67616d0000b273c42de59f6893457d392f4d88,https://i.scdn.co/image/ab6761610000e5ebaa42f1560a0eb7855c29f899,-3.466,0.0517,161.933,168253,h
4699,spotify:track:1Cwsd5xI8CajJz795oy4XF,0.17,0.744,0.621,0.901,2,0,0.0875,https://i.scdn.co/image/ab67616d0000b273dfdedd4553b40bbaab342dae,https://i.scdn.co/image/181d69eb2191335b136de8993e0c2ef9f381600c,-5.396,0.0302,113.967,300773,h
4700,spotify:track:3YsGKsKkWwAAdjPeT9GeiF,0.000961,0.623,0.655,0.771,11,5.69E-06,0.074,https://i.scdn.co/image/ab67616d0000b273e565f1e3a73b744625d4ddba,https://i.scdn.co/image/ab6761610000e5eb0721a0eb3b04c76895b53a8d,-6.476,0.0337,110.018,227813,h
4701,spotify:track:2n6FX3Jcg4b4Leoz0GOqBF,0.0414,0.374,0.555,0.717,2,0,0.116,https://i.scdn.co/image/ab67616d0000b273cb85a33b27895613a537b809,https://i.scdn.co/image/b9a3bac3720323ae7f1b4f1232e3ed14671aa1e4,-5.114,0.0269,112.03,208507,h
4702,spotify:track:3EPkxw98W1dCrN5czQw6dM,0.00286,0.329,0.346,0.912,2,0,0.186,https://i.scdn.co/image/ab67616d0000b2735bb95dee8aeac85e6e348166,https://i.scdn.co/image/ab6761610000e5eb5769c8fcb7cb9e65c7eb6b72,-4.247,0.0729,166.849,220147,h
4703,spotify:track:58AwxWLaRHn2lTqqH9dLkU,0.0128,0.0654,0.467,0.644,4,0,0.136,https://i.scdn.co/image/ab67616d0000b27384366df7e9b8adcb2ccf71e5,https://i.scdn.co/image/ab6761610000e5ebfd24e4299227b496c8bc9765,-5.677,0.0285,82.915,232707,h
4704,spotify:track:4yBiZFLXn0n9AUJ5sWO88k,0.000676,0.686,0.402,0.845,2,0,0.158,https://i.scdn.co/image/ab67616d0000b273d877cbe5dc3c15082228e87d,https://i.scdn.co/image/ab6761610000e5eb89aff1367f1c02cfe17dd0b3,-6.459,0.0319,174.727,258717,h
4705,spotify:track:4C6IEoE86HAMqRqtPqZmsu,0.0832,0.974,0.831,0.675,8,0.00228,0.0834,https://i.scdn.co/image/ab67616d0000b273c29d4e114f44cf1ba38c7513,https://i.scdn.co/image/ab6761610000e5ebff43c5735517a662439d0afe,-5.053,0.0351,109.91,221907,h
4706,spotify:track:2gTRCIZ58gBGBO4dGRUwjs,0.183,0.648,0.475,0.432,7,0,0.161,https://i.scdn.co/image/ab67616d0000b273f7bcced5cc8ee6e45f8f3330,https://i.scdn.co/image/ab6761610000e5eb047eac333eff0be4abe32cbf,-7.844,0.0302,94.605,153467,h
4707,spotify:track:3t7SqfAhcMxGuiiS9ZCIR7,0.285,0.835,0.782,0.67,0,2.41E-06,0.221,https://i.scdn.co/image/ab67616d0000b273c66d9e485cdbfc788e246f92,https://i.scdn.co/image/ab67616d0000b2739d48d66126e96395f89de31f,-7.72,0.0508,124.921,224707,h
4708,spotify:track:5cY8y2XgOfkAh4kSWLFKkz,0.0737,0.672,0.566,0.815,9,0,0.12,https://i.scdn.co/image/ab67616d0000b273e8b923caee478adf4a5b56de,https://i.scdn.co/image/ab6761610000e5eb84776fe119fa6503fdffb0f8,-4.481,0.14,169.961,185587,h
4709,spotify:track:4ZYfCFSG2XeCUmEC1TSghe,0.206,0.783,0.87,0.515,4,0,0.109,https://i.scdn.co/image/ab67616d0000b273050134833c5dd965c4ec80c5,https://i.scdn.co/image/26d588b576d36787913dde0b5faccf75ea1bb494,-5.127,0.0433,131.777,218707,h
4710,spotify:track:3GpdNg7Krt9vjc6tgDoKe1,0.113,0.526,0.624,0.826,2,0,0.0938,https://i.scdn.co/image/ab67616d0000b273201a609b75204b825ad98744,https://i.scdn.co/image/ab6761610000e5eb6b788b5cf3dd4a3ae76c72dc,-5.534,0.0287,110.368,257187,h
4711,spotify:track:0gEyKnHvgkrkBM6fbeHdwK,0.0783,0.204,0.439,0.434,7,4.87E-05,0.14,https://i.scdn.co/image/ab67616d0000b273f6325f361d7803ad0d908451,https://i.scdn.co/image/143c01f407ed64a4b3bcbc92d24c05ef80981251,-14.918,0.0265,94.845,274707,h
4712,spotify:track:4EnkwZd0UJAuHpNMMemQaA,0.0204,0.241,0.481,0.865,7,1.24E-06,0.17,https://i.scdn.co/image/ab67616d0000b273e6a8bab4965d9ee15a16c85b,https://i.scdn.co/image/ab6761610000e5eb71ce1771397a9d89b6a2580e,-5.498,0.0283,92.086,273160,h
4713,spotify:track:2TYC9SaRhYypUQzB1ZVTG2,0.00552,0.173,0.276,0.715,0,0.000417,0.201,https://i.scdn.co/image/ab67616d0000b27379b30684a8e0dd83917c7cc5,https://i.scdn.co/image/ab6761610000e5eb8fbd402cfd8cc6ce926a2229,-5.356,0.0432,137.028,230760,h
4714,spotify:track:1hIupFeRu3nmMcjbjxPnMc,0.00107,0.422,0.527,0.834,1,0.000102,0.0993,https://i.scdn.co/image/ab67616d0000b273b7531c90a44e901a41242b69,https://i.scdn.co/image/ab6761610000e5eb0c530b37a9b1647b59c5f724,-5.531,0.0447,110.065,198333,h
4715,spotify:track:1C0pmryC2MdXfa7MZ9uIrU,0.00854,0.731,0.702,0.898,9,0.000154,0.0917,https://i.scdn.co/image/ab67616d0000b2732db1f620d6d51d31825ebebe,https://i.scdn.co/image/ab6761610000e5ebd830befbfdc1c0428ffbe9bc,-6.003,0.0373,112.845,169760,h
4716,spotify:track:1jNOi6m3Hn8nLEeHCp5Msr,0.00679,0.297,0.753,0.457,0,0.484,0.311,https://i.scdn.co/image/ab67616d0000b27325af8a8bd5d54faea1a71d9f,https://i.scdn.co/image/ab6761610000e5eb6b9ae52aa437ce42b77e8fcf,-7.709,0.0767,123.913,231800,h
4717,spotify:track:2l57cfmCnOkwNX1tky02n1,0.000148,0.646,0.518,0.916,3,0,0.291,https://i.scdn.co/image/ab67616d0000b273aaf8c068ffe217db825a1945,https://i.scdn.co/image/ab6761610000e5ebb57332e3fc2b97bb33577e65,-3.858,0.0454,109.864,238880,h
4718,spotify:track:2c5wml8wsBnPfNSbCZ574T,0.000103,0.276,0.446,0.762,2,7.20E-05,0.26,https://i.scdn.co/image/ab67616d0000b273615484d88ae54b0a5b82cfe4,https://i.scdn.co/image/ab6761610000e5eba6364b2ace20655673ac2b40,-8.971,0.0422,98.993,359520,h
4719,spotify:track:70IIMYxTN9ZwtQMURX4mQQ,0.147,0.368,0.832,0.711,7,1.32E-06,0.239,https://i.scdn.co/image/ab67616d0000b273b62a7b1a8e3fca5b03a4e57b,https://i.scdn.co/image/ab6761610000e5eb644d706e63a32006f4468d4f,-4.48,0.198,104.037,147692,h
4720,spotify:track:16wAOAZ2OkqoIDN7TpChjR,0.345,0.497,0.676,0.506,9,0,0.118,https://i.scdn.co/image/ab67616d0000b2737fe4a82a08c4f0decbeddbc6,https://i.scdn.co/image/ab6761610000e5eb8ae7f2aaa9817a704a87ea36,-6.652,0.0958,145.842,208520,h
4721,spotify:track:5Z01UMMf7V1o0MzF86s6WJ,0.00868,0.0612,0.692,0.744,2,0.000423,0.359,https://i.scdn.co/image/ab67616d0000b273eab40fc794b88b9d1e012578,https://i.scdn.co/image/ab6761610000e5eba00b11c129b27a88fc72f36b,-4.565,0.257,171.374,326467,h
4722,spotify:track:1xQ6trAsedVPCdbtDAmk0c,0.234,0.761,0.767,0.481,0,0,0.269,https://i.scdn.co/image/ab67616d0000b273e3eb3b8feeafb746ecf659e7,https://i.scdn.co/image/ab6761610000e5eb011dde6bbcb133aea587ad5a,-8.52,0.0803,150.076,171375,h
4723,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,0.0125,0.677,0.794,0.793,11,0,0.0952,https://i.scdn.co/image/ab67616d0000b2738583df1a14bea9175f9ac520,https://i.scdn.co/image/ab6761610000e5ebd42a27db3286b58553da8858,-4.521,0.0842,123.941,183290,h
4724,spotify:track:4FgN8GK1r3qtZiBRTM5kKv,0.0331,0.787,0.947,0.655,5,0,0.0433,https://i.scdn.co/image/ab67616d0000b2732d9be0dc0d3c487616f9b9e3,https://i.scdn.co/image/ab6761610000e5eba00b11c129b27a88fc72f36b,-4.243,0.0609,104.485,284800,h
4725,spotify:track:1rgnBhdG2JDFTbYkYRZAku,0.688,0.54,0.825,0.593,6,0.000161,0.17,https://i.scdn.co/image/ab67616d0000b27338802659d156935ada63c9e3,https://i.scdn.co/image/ab6761610000e5ebc468ecc742697a09bd389ff7,-6.401,0.0988,98.078,209755,h
4726,spotify:track:18GC3F8YPGB8CePXcTUizQ,0.00511,0.588,0.459,0.891,10,0,0.106,https://i.scdn.co/image/ab67616d0000b273a2acd73823d95cb66d0d98fd,https://i.scdn.co/image/ab6761610000e5eb1443b137c8941b9c73237a27,-5.057,0.0623,154.837,203507,h
4727,spotify:track:39IsH7B5byx8NRlEKlZVg9,0.15,0.733,0.703,0.868,7,0.132,0.104,https://i.scdn.co/image/ab67616d0000b2735640c17778d716bd35f45b3e,https://i.scdn.co/image/ab6761610000e5eb407c4473a9f99528f59443ca,-4.661,0.0291,121.03,193613,h
4728,spotify:track:4QIAVbGpeb5RdAGW66kY2h,0.00523,0.449,0.62,0.961,11,0,0.0854,https://i.scdn.co/image/ab67616d0000b273d9416936eba3b0bd8351b056,https://i.scdn.co/image/ab6761610000e5eb1443b137c8941b9c73237a27,-3.198,0.154,114.448,180267,h
4729,spotify:track:5HbCnVLXRyZVxnreOPgJCK,0.000738,0.67,0.56,0.959,7,0.000206,0.209,https://i.scdn.co/image/ab67616d0000b27345f041b52864bda5275f1b35,https://i.scdn.co/image/ab6761610000e5ebb0472fb072403737786ac79a,-2.433,0.102,163.983,216600,h
4730,spotify:track:2Uu8IiLkLY0UXhCHka4Dlr,0.0393,0.495,0.535,0.505,2,0,0.0923,https://i.scdn.co/image/ab67616d0000b2739196fafd1d6160480d3df68a,https://i.scdn.co/image/ccb108f19352e88d6e69b1093d75a2be5efa1c99,-8.926,0.245,99.935,320267,h
4731,spotify:track:5ZdzNVOmCSp5HFLk0EgvJS,0.000343,0.462,0.469,0.955,10,1.35E-06,0.548,https://i.scdn.co/image/ab67616d0000b2734d54e4f290fe5c08c66ebc0e,https://i.scdn.co/image/ab6761610000e5ebb57332e3fc2b97bb33577e65,-4.253,0.0432,143.853,193653,h
4732,spotify:track:1di1BEgJYzPvXUuinsYJGP,0.0352,0.605,0.731,0.853,10,0,0.268,https://i.scdn.co/image/ab67616d0000b273530cec85d4543693bd726167,https://i.scdn.co/image/ab6761610000e5eb8bb4e2d7bba236bf79f3c18a,-4.219,0.0363,108.016,225360,h
4733,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3,0.0991,0.437,0.608,0.86,5,0,0.262,https://i.scdn.co/image/ab67616d0000b273871d85943145dde548f4ae09,https://i.scdn.co/image/ab6761610000e5eb655ca8f3196953554b479452,-5.324,0.0554,127.075,232947,h
4734,spotify:track:3OT3Kg4jyVkdZm4Ncz6JgX,0.136,0.794,0.848,0.828,8,1.35E-06,0.114,https://i.scdn.co/image/ab67616d0000b273ebb720684d839c8909d1dac3,https://i.scdn.co/image/ab6761610000e5eb749ba770a33230206f8fe159,-4.557,0.0714,119,237213,h
4735,spotify:track:0iyEaciAmtiv8xMkBg97Fy,0.021,0.495,0.745,0.756,4,0,0.356,https://i.scdn.co/image/ab67616d0000b27320839238d0f69d5486743905,https://i.scdn.co/image/ab6761610000e5eb288ac05481cedc5bddb5b11b,-4.749,0.0429,109.999,231467,h
4736,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,0.522,0.713,0.673,0.683,1,0,0.235,https://i.scdn.co/image/ab67616d0000b2735694163d7c4ab48251e9b57c,https://i.scdn.co/image/ab6761610000e5eb449e66077ad87e5f8eb63b33,-5.693,0.115,171.86,232000,h
4737,spotify:track:1jUA4rb6ZCv4gby4YU53xq,0.0521,0.328,0.466,0.759,8,0,0.0587,https://i.scdn.co/image/ab67616d0000b273260e2444b3431b3b8b559bc3,https://i.scdn.co/image/ab6761610000e5eb412e50f52f1fe4d2ae04cd11,-4.978,0.199,160.033,264373,h
4738,spotify:track:6FRLCMO5TUHTexlWo8ym1W,0.568,0.448,0.851,0.541,0,0,0.13,https://i.scdn.co/image/ab67616d0000b27334ce9a9dde9c057225509276,https://i.scdn.co/image/ab6761610000e5eb288ac05481cedc5bddb5b11b,-6.825,0.0505,124.959,235545,h
4739,spotify:track:12tUCBq7V9qCF8qGOLpcnu,0.129,0.423,0.675,0.79,1,0,0.121,https://i.scdn.co/image/ab67616d0000b273ce7d499847da02a9cbd1c084,https://i.scdn.co/image/ab6761610000e5eb288ac05481cedc5bddb5b11b,-6.295,0.0369,120.015,229827,h
4740,spotify:track:5kxddRG1RZaZROadk7iC4D,0.0611,0.405,0.675,0.394,8,0,0.214,https://i.scdn.co/image/ab67616d0000b273aad32187513cd6916ddd3c87,https://i.scdn.co/image/ab6761610000e5ebae63c2a8e43c2d4dc37a9aed,-8.539,0.133,104.987,238800,h
4741,spotify:track:5vlEg2fT4cFWAqU5QptIpQ,0.173,0.195,0.706,0.751,9,0,0.168,https://i.scdn.co/image/ab67616d0000b273322b086aec3e63cc7caf30c6,https://i.scdn.co/image/07be68a6b678e0307e38303186ddbc6816f250af,-6.323,0.0708,91.031,182307,h
4742,spotify:track:7tAXHZdp9UpcYrHn7MZqfo,0.0371,0.446,0.672,0.819,11,0.000184,0.203,https://i.scdn.co/image/ab67616d0000b273eb2ed001725f6548feb2c37c,https://i.scdn.co/image/ab6761610000e5ebba4309876dbc0ef3222c5512,-4.457,0.0463,120.013,278036,h
4743,spotify:track:3Ui2jdyxbZQrZohfM0NOgG,0.431,0.547,0.566,0.766,2,0,0.101,https://i.scdn.co/image/ab67616d0000b273260e2444b3431b3b8b559bc3,https://i.scdn.co/image/ab6761610000e5eb412e50f52f1fe4d2ae04cd11,-5.036,0.0399,168.005,233467,h
4744,spotify:track:0S4RKPbRDA72tvKwVdXQqe,0.294,0.862,0.645,0.878,5,0,0.076,https://i.scdn.co/image/ab67616d0000b273ea28881e9e363244a4a2347b,https://i.scdn.co/image/ab6761610000e5ebcdce7620dc940db079bf4952,-3.208,0.113,82.324,227027,h
4745,spotify:track:3bGxiCPouq52ZtI8ybMCX5,0.00204,0.184,0.424,0.52,11,0.00413,0.411,https://i.scdn.co/image/ab67616d0000b27370b8b4f85ef33b4d81bcaea6,https://i.scdn.co/image/ab6761610000e5ebaf3459f7c235fd25daf7f84f,-10.231,0.343,189.629,245253,h
4746,spotify:track:0kN8xEmgMW9mh7UmDYHlJP,0.196,0.301,0.578,0.574,2,0,0.083,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,https://i.scdn.co/image/ab6761610000e5ebc36dd9eb55fb0db4911f25dd,-6.209,0.0454,174.152,261240,h
4747,spotify:track:4BycRneKmOs6MhYG9THsuX,0.0211,0.758,0.627,0.614,6,0,0.0286,https://i.scdn.co/image/ab67616d0000b27311b21e8b868800918d21bb77,https://i.scdn.co/image/ab6761610000e5eb9e46a78c5cd2f7a8e7669980,-6.006,0.17,96.038,208947,h
4748,spotify:track:3CP5uo4jLgAHoFDlpVgYZA,0.059,0.163,0.677,0.479,5,0,0.171,https://i.scdn.co/image/ab67616d0000b2734da5d4a8c40645fa580393ad,https://i.scdn.co/image/ab6761610000e5ebb13d32c402395ea1bdfb87ee,-9.11,0.0396,133.99,234684,h
4749,spotify:track:0uXO2GrNiIb1xHT9LUdxZE,0.076,0.801,0.813,0.627,11,0.000616,0.131,https://i.scdn.co/image/ab67616d0000b273b2e43ed3850e072831f7b2c6,https://i.scdn.co/image/ab6761610000e5eb75348e1aade2645ad9c58829,-5.018,0.0486,130.011,195853,h
4750,spotify:track:6YXG34IWbilypPwjBTOrUC,0.203,0.426,0.555,0.619,0,0,0.265,https://i.scdn.co/image/ab67616d0000b2735af81c4bd993bfad936f1ca3,https://i.scdn.co/image/77b1746fba24b9bb6395b7574a12841491ebb800,-5.246,0.0296,136.069,243773,h
4751,spotify:track:270aLuFCbX32hhBr8MQyPM,0.0802,0.411,0.645,0.541,10,0,0.325,https://i.scdn.co/image/ab67616d0000b27356f796c9039f52e90d015b4d,https://i.scdn.co/image/ab6761610000e5ebd9dde4a54073dbd58fb91c7d,-6.312,0.0385,95.061,181880,h
4752,spotify:track:3nw9J97nUugT84SIJdjhAV,0.0649,0.468,0.709,0.638,1,0,0.0969,https://i.scdn.co/image/ab67616d0000b2732fa07c5de267229a015fe25d,https://i.scdn.co/image/ab6761610000e5ebba4309876dbc0ef3222c5512,-4.3,0.0405,141.994,244133,h
4753,spotify:track:6ObpR8ek44tvWefQRcSo8K,0.0392,0.865,0.662,0.705,1,2.38E-06,0.105,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,https://i.scdn.co/image/ab6761610000e5ebc36dd9eb55fb0db4911f25dd,-6.56,0.0399,159.996,250080,h
4754,spotify:track:0mBKv9DkYfQHjdMcw2jdyI,0.0208,0.727,0.571,0.539,5,0,0.125,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,https://i.scdn.co/image/ab6761610000e5ebc36dd9eb55fb0db4911f25dd,-4.446,0.116,202.103,186973,h
4755,spotify:track:6gpcs5eMhJwax4mIfKDYQk,0.498,0.511,0.736,0.795,1,1.21E-06,0.254,https://i.scdn.co/image/ab67616d0000b2731e439ac0ed08d612808f7122,https://i.scdn.co/image/ab6761610000e5eb578905d5539cff25568dc097,-3.299,0.0545,104.066,230813,h
4756,spotify:track:1j3H54xdahpAkNI0q6S89q,0.143,0.665,0.659,0.696,3,0,0.13,https://i.scdn.co/image/ab67616d0000b273e5998eca652c3d485c3980e8,https://i.scdn.co/image/ab6761610000e5ebba4309876dbc0ef3222c5512,-4.291,0.071,86.001,252160,h
4757,spotify:track:6CFPFnS9EcLs2I0nWqtWci,0.528,0.828,0.81,0.538,0,0,0.0951,https://i.scdn.co/image/ab67616d0000b273ec4f8c81eb9ddee00e01798d,https://i.scdn.co/image/ab6761610000e5eb449e66077ad87e5f8eb63b33,-5.784,0.0356,109.97,266840,h
4758,spotify:track:14Rcq31SafFBHNEwXrtR2B,0.00415,0.287,0.776,0.413,6,2.68E-05,0.0724,https://i.scdn.co/image/ab67616d0000b27367ffd8d6bbf399430ba9c044,https://i.scdn.co/image/ab6761610000e5eb9e46a78c5cd2f7a8e7669980,-7.438,0.0952,100.003,227880,h
4759,spotify:track:7noud145AHZGg74vpWOsCa,0.214,0.387,0.717,0.605,11,0,0.138,https://i.scdn.co/image/ab67616d0000b27311e6b6eeb1aa4f3e6d74f649,https://i.scdn.co/image/ab6761610000e5eb906a12e05b58cc4e9cbea893,-5.68,0.075,81.047,217118,h
4760,spotify:track:4kte3OcW800TPvOVgrLLj8,0.248,0.248,0.658,0.677,5,0,0.368,https://i.scdn.co/image/ab67616d0000b27314f5c10de370e6d48d142629,https://i.scdn.co/image/ab6761610000e5eb449e66077ad87e5f8eb63b33,-6.628,0.0393,124.91,251627,h
4761,spotify:track:65fpYBrI8o2cfrwf2US4gq,0.0716,0.284,0.684,0.619,10,0,0.122,https://i.scdn.co/image/ab67616d0000b273128057b40732c042c86de1dd,https://i.scdn.co/image/735f581e4a58d772bd495494dceae99120ea0f4e,-7.005,0.0386,125.046,217440,h
4762,spotify:track:7J12Su9racavN9P4CpfVcV,0.422,0.0607,0.319,0.46,7,0,0.109,https://i.scdn.co/image/ab67616d0000b27358f7eb956575d8e9ae93aaad,https://i.scdn.co/image/ab6761610000e5eb906a12e05b58cc4e9cbea893,-5.358,0.0667,81.031,181644,h
4763,spotify:track:2qT1uLXPVPzGgFOx4jtEuo,0.04,0.354,0.699,0.713,9,3.11E-06,0.294,https://i.scdn.co/image/ab67616d0000b273c3af0c2355c24ed7023cd394,https://i.scdn.co/image/ab6761610000e5ebcdce7620dc940db079bf4952,-5.507,0.0594,121.993,205920,h
4764,spotify:track:7bJwvubZZaoGE1AGEfu8Fi,0.115,0.122,0.624,0.618,8,3.30E-06,0.104,https://i.scdn.co/image/ab67616d0000b2731254a60895a75d37796045c8,https://i.scdn.co/image/ab6761610000e5ebcdce7620dc940db079bf4952,-4.868,0.0322,125.036,197253,h
4765,spotify:track:4eWQlBRaTjPPUlzacqEeoQ,0.181,0.243,0.637,0.713,0,0.000637,0.137,https://i.scdn.co/image/ab67616d0000b2736eb0b9e73adcf04e4ed3eca4,https://i.scdn.co/image/ab6761610000e5eb3ca4ce704a7b0b95cb450d1c,-4.333,0.0747,129.923,226973,h
4766,spotify:track:2rPE9A1vEgShuZxxzR2tZH,0.28,0.435,0.724,0.647,1,0,0.102,https://i.scdn.co/image/ab67616d0000b273ffa275ba245edba4c1c720af,https://i.scdn.co/image/ab6761610000e5ebcdce7620dc940db079bf4952,-5.642,0.0658,106.96,207333,h
4767,spotify:track:01JPQ87UHeGysPVwTqMJHK,0.274,0.151,0.649,0.478,7,0,0.176,https://i.scdn.co/image/ab67616d0000b27340aba43042f328ad560b4be4,https://i.scdn.co/image/ab6761610000e5eb906a12e05b58cc4e9cbea893,-7.503,0.0481,99.967,264098,h
4768,spotify:track:4VC5nFbYO4avKksJ9jN4pY,0.346,0.441,0.778,0.547,2,0.000302,0.132,https://i.scdn.co/image/ab67616d0000b2736096de812d8aa1bd22ab0cf2,https://i.scdn.co/image/ab6761610000e5eb6ec3754d5db2e333b9434c75,-7.273,0.0489,95.002,242733,h
4769,spotify:track:76t5B0ttSAje5KHmQbv88t,0.107,0.758,0.683,0.797,10,0,0.114,https://i.scdn.co/image/ab67616d0000b2738a24ed638eedd60514a789ef,https://i.scdn.co/image/ab6761610000e5eb92df88d91dc5a20ed4859963,-4.085,0.246,82.916,187973,h
4770,spotify:track:5cF0dROlMOK5uNZtivgu50,0.109,0.797,0.775,0.613,3,2.33E-05,0.134,https://i.scdn.co/image/ab67616d0000b273897f73256b9128a9d70eaf66,https://i.scdn.co/image/ab6761610000e5eb0d890ffd0e0bea5f904f1a9f,-4.586,0.0542,100.066,208787,h
